ORTHOMCL1	ENSDARG00000034095_ZEBRA
ORTHOMCL10091	ENSDARG00000004633_ZEBRA
ORTHOMCL10096	ENSDARG00000004869_ZEBRA
ORTHOMCL10098	ENSDARG00000004932_ZEBRA
ORTHOMCL10100	ENSDARG00000005010_ZEBRA
ORTHOMCL10103	ENSDARG00000005368_ZEBRA
ORTHOMCL10105	ENSDARG00000005414_ZEBRA
ORTHOMCL10106	ENSDARG00000005464_ZEBRA
ORTHOMCL10115	ENSDARG00000006544_ZEBRA
ORTHOMCL10117	ENSDARG00000006580_ZEBRA
ORTHOMCL10129	ENSDARG00000007276_ZEBRA
ORTHOMCL10132	ENSDARG00000007425_ZEBRA
ORTHOMCL10133	ENSDARG00000007494_ZEBRA
ORTHOMCL10139	ENSDARG00000007808_ZEBRA
ORTHOMCL10140	ENSDARG00000007943_ZEBRA
ORTHOMCL10149	ENSDARG00000008803_ZEBRA
ORTHOMCL10157	ENSDARG00000009430_ZEBRA
ORTHOMCL10158	ENSDARG00000009488_ZEBRA
ORTHOMCL10166	ENSDARG00000010124_ZEBRA
ORTHOMCL10175	ENSDARG00000010758_ZEBRA
ORTHOMCL10178	ENSDARG00000010853_ZEBRA
ORTHOMCL10188	ENSDARG00000011463_ZEBRA
ORTHOMCL10193	ENSDARG00000011824_ZEBRA
ORTHOMCL10197	ENSDARG00000012057_ZEBRA
ORTHOMCL10201	ENSDARG00000012274_ZEBRA
ORTHOMCL10202	ENSDARG00000012347_ZEBRA
ORTHOMCL10215	ENSDARG00000013681_ZEBRA
ORTHOMCL10220	ENSDARG00000013784_ZEBRA
ORTHOMCL10229	ENSDARG00000014277_ZEBRA
ORTHOMCL10230	ENSDARG00000014340_ZEBRA
ORTHOMCL10231	ENSDARG00000014348_ZEBRA
ORTHOMCL10233	ENSDARG00000014477_ZEBRA
ORTHOMCL10237	ENSDARG00000014675_ZEBRA
ORTHOMCL10239	ENSDARG00000014745_ZEBRA
ORTHOMCL10247	ENSDARG00000015557_ZEBRA
ORTHOMCL10253	ENSDARG00000015876_ZEBRA
ORTHOMCL10255	ENSDARG00000015922_ZEBRA
ORTHOMCL10258	ENSDARG00000016059_ZEBRA
ORTHOMCL10263	ENSDARG00000016363_ZEBRA
ORTHOMCL10270	ENSDARG00000016728_ZEBRA
ORTHOMCL10277	ENSDARG00000017173_ZEBRA
ORTHOMCL10278	ENSDARG00000017188_ZEBRA
ORTHOMCL10290	ENSDARG00000017785_ZEBRA
ORTHOMCL10293	ENSDARG00000017927_ZEBRA
ORTHOMCL10296	ENSDARG00000018065_ZEBRA
ORTHOMCL10297	ENSDARG00000018159_ZEBRA
ORTHOMCL10303	ENSDARG00000018757_ZEBRA
ORTHOMCL10307	ENSDARG00000018997_ZEBRA
ORTHOMCL10309	ENSDARG00000019116_ZEBRA
ORTHOMCL10313	ENSDARG00000019459_ZEBRA
ORTHOMCL10317	ENSDARG00000019902_ZEBRA
ORTHOMCL10321	ENSDARG00000020122_ZEBRA
ORTHOMCL10322	ENSDARG00000020176_ZEBRA
ORTHOMCL10326	ENSDARG00000020265_ZEBRA
ORTHOMCL10333	ENSDARG00000020746_ZEBRA
ORTHOMCL10334	ENSDARG00000020764_ZEBRA
ORTHOMCL10337	ENSDARG00000021021_ZEBRA
ORTHOMCL10344	ENSDARG00000021398_ZEBRA
ORTHOMCL10345	ENSDARG00000021521_ZEBRA
ORTHOMCL10349	ENSDARG00000021681_ZEBRA
ORTHOMCL10352	ENSDARG00000021849_ZEBRA
ORTHOMCL10356	ENSDARG00000022085_ZEBRA
ORTHOMCL10362	ENSDARG00000022807_ZEBRA
ORTHOMCL10363	ENSDARG00000022952_ZEBRA
ORTHOMCL10366	ENSDARG00000023151_ZEBRA
ORTHOMCL10367	ENSDARG00000023220_ZEBRA
ORTHOMCL10368	ENSDARG00000023303_ZEBRA
ORTHOMCL10371	ENSDARG00000023624_ZEBRA
ORTHOMCL10373	ENSDARG00000023692_ZEBRA
ORTHOMCL10383	ENSDARG00000024575_ZEBRA
ORTHOMCL10386	ENSDARG00000024759_ZEBRA
ORTHOMCL10387	ENSDARG00000024890_ZEBRA
ORTHOMCL10391	ENSDARG00000025131_ZEBRA
ORTHOMCL10394	ENSDARG00000025372_ZEBRA
ORTHOMCL10400	ENSDARG00000026052_ZEBRA
ORTHOMCL10410	ENSDARG00000026766_ZEBRA
ORTHOMCL10411	ENSDARG00000026845_ZEBRA
ORTHOMCL10412	ENSDARG00000027009_ZEBRA
ORTHOMCL10416	ENSDARG00000027222_ZEBRA
ORTHOMCL10418	ENSDARG00000027360_ZEBRA
ORTHOMCL10424	ENSDARG00000027822_ZEBRA
ORTHOMCL10429	ENSDARG00000028276_ZEBRA
ORTHOMCL10431	ENSDARG00000028415_ZEBRA
ORTHOMCL10439	ENSDARG00000029546_ZEBRA
ORTHOMCL10444	ENSDARG00000029890_ZEBRA
ORTHOMCL10449	ENSDARG00000030449_ZEBRA
ORTHOMCL10450	ENSDARG00000030563_ZEBRA
ORTHOMCL10455	ENSDARG00000030881_ZEBRA
ORTHOMCL10457	ENSDARG00000030932_ZEBRA
ORTHOMCL10458	ENSDARG00000031013_ZEBRA
ORTHOMCL10460	ENSDARG00000031150_ZEBRA
ORTHOMCL10462	ENSDARG00000031277_ZEBRA
ORTHOMCL10463	ENSDARG00000031336_ZEBRA
ORTHOMCL10464	ENSDARG00000031422_ZEBRA
ORTHOMCL10473	ENSDARG00000032246_ZEBRA
ORTHOMCL10475	ENSDARG00000032724_ZEBRA
ORTHOMCL10479	ENSDARG00000032929_ZEBRA
ORTHOMCL10484	ENSDARG00000033364_ZEBRA
ORTHOMCL10485	ENSDARG00000033411_ZEBRA
ORTHOMCL10491	ENSDARG00000033955_ZEBRA
ORTHOMCL10494	ENSDARG00000034215_ZEBRA
ORTHOMCL10497	ENSDARG00000034429_ZEBRA
ORTHOMCL10505	ENSDARG00000034933_ZEBRA
ORTHOMCL10512	ENSDARG00000035325_ZEBRA
ORTHOMCL10513	ENSDARG00000035340_ZEBRA
ORTHOMCL10516	ENSDARG00000035435_ZEBRA
ORTHOMCL10517	ENSDARG00000035532_ZEBRA
ORTHOMCL10518	ENSDARG00000035546_ZEBRA
ORTHOMCL10521	ENSDARG00000035578_ZEBRA
ORTHOMCL10522	ENSDARG00000035579_ZEBRA
ORTHOMCL10525	ENSDARG00000035715_ZEBRA
ORTHOMCL10526	ENSDARG00000035725_ZEBRA
ORTHOMCL10528	ENSDARG00000035765_ZEBRA
ORTHOMCL10533	ENSDARG00000035875_ZEBRA
ORTHOMCL10535	ENSDARG00000035887_ZEBRA
ORTHOMCL10547	ENSDARG00000036117_ZEBRA
ORTHOMCL10549	ENSDARG00000036140_ZEBRA
ORTHOMCL10552	ENSDARG00000036186_ZEBRA
ORTHOMCL10555	ENSDARG00000036245_ZEBRA
ORTHOMCL10559	ENSDARG00000036376_ZEBRA
ORTHOMCL10561	ENSDARG00000036422_ZEBRA
ORTHOMCL10562	ENSDARG00000036430_ZEBRA
ORTHOMCL10563	ENSDARG00000036457_ZEBRA
ORTHOMCL10566	ENSDARG00000036493_ZEBRA
ORTHOMCL10567	ENSDARG00000036499_ZEBRA
ORTHOMCL10568	ENSDARG00000036558_ZEBRA
ORTHOMCL10569	ENSDARG00000036560_ZEBRA
ORTHOMCL10571	ENSDARG00000036575_ZEBRA
ORTHOMCL10573	ENSDARG00000036593_ZEBRA
ORTHOMCL10587	ENSDARG00000037176_ZEBRA
ORTHOMCL10590	ENSDARG00000037267_ZEBRA
ORTHOMCL10591	ENSDARG00000037405_ZEBRA
ORTHOMCL10594	ENSDARG00000037487_ZEBRA
ORTHOMCL10598	ENSDARG00000037783_ZEBRA
ORTHOMCL10599	ENSDARG00000037859_ZEBRA
ORTHOMCL10601	ENSDARG00000037961_ZEBRA
ORTHOMCL10605	ENSDARG00000038025_ZEBRA
ORTHOMCL10610	ENSDARG00000038153_ZEBRA
ORTHOMCL10614	ENSDARG00000038226_ZEBRA
ORTHOMCL10618	ENSDARG00000038476_ZEBRA
ORTHOMCL10624	ENSDARG00000038694_ZEBRA
ORTHOMCL10626	ENSDARG00000038891_ZEBRA
ORTHOMCL10629	ENSDARG00000038981_ZEBRA
ORTHOMCL10631	ENSDARG00000039034_ZEBRA
ORTHOMCL10632	ENSDARG00000039116_ZEBRA
ORTHOMCL10636	ENSDARG00000039194_ZEBRA
ORTHOMCL10640	ENSDARG00000039406_ZEBRA
ORTHOMCL10646	ENSDARG00000039466_ZEBRA
ORTHOMCL10648	ENSDARG00000039652_ZEBRA
ORTHOMCL10658	ENSDARG00000040022_ZEBRA
ORTHOMCL10661	ENSDARG00000040135_ZEBRA
ORTHOMCL10662	ENSDARG00000040161_ZEBRA
ORTHOMCL10664	ENSDARG00000040190_ZEBRA
ORTHOMCL10666	ENSDARG00000040216_ZEBRA
ORTHOMCL10668	ENSDARG00000040266_ZEBRA
ORTHOMCL10669	ENSDARG00000040284_ZEBRA
ORTHOMCL10671	ENSDARG00000040306_ZEBRA
ORTHOMCL10673	ENSDARG00000040332_ZEBRA
ORTHOMCL10678	ENSDARG00000040543_ZEBRA
ORTHOMCL10681	ENSDARG00000040643_ZEBRA
ORTHOMCL10685	ENSDARG00000040816_ZEBRA
ORTHOMCL10687	ENSDARG00000040839_ZEBRA
ORTHOMCL10689	ENSDARG00000040901_ZEBRA
ORTHOMCL10692	ENSDARG00000040944_ZEBRA
ORTHOMCL10693	ENSDARG00000040971_ZEBRA
ORTHOMCL10694	ENSDARG00000041041_ZEBRA
ORTHOMCL10698	ENSDARG00000041119_ZEBRA
ORTHOMCL10700	ENSDARG00000041180_ZEBRA
ORTHOMCL10701	ENSDARG00000041257_ZEBRA
ORTHOMCL10702	ENSDARG00000041294_ZEBRA
ORTHOMCL10710	ENSDARG00000041490_ZEBRA
ORTHOMCL10711	ENSDARG00000041502_ZEBRA
ORTHOMCL10718	ENSDARG00000041724_ZEBRA
ORTHOMCL10729	ENSDARG00000042133_ZEBRA
ORTHOMCL10733	ENSDARG00000042322_ZEBRA
ORTHOMCL10734	ENSDARG00000042338_ZEBRA
ORTHOMCL10735	ENSDARG00000042397_ZEBRA
ORTHOMCL10752	ENSDARG00000042931_ZEBRA
ORTHOMCL10756	ENSDARG00000043006_ZEBRA
ORTHOMCL10757	ENSDARG00000043126_ZEBRA
ORTHOMCL10759	ENSDARG00000043179_ZEBRA
ORTHOMCL10760	ENSDARG00000043237_ZEBRA
ORTHOMCL10770	ENSDARG00000043595_ZEBRA
ORTHOMCL10771	ENSDARG00000043607_ZEBRA
ORTHOMCL10773	ENSDARG00000043638_ZEBRA
ORTHOMCL10781	ENSDARG00000043933_ZEBRA
ORTHOMCL10782	ENSDARG00000043963_ZEBRA
ORTHOMCL10786	ENSDARG00000044086_ZEBRA
ORTHOMCL10790	ENSDARG00000044278_ZEBRA
ORTHOMCL10791	ENSDARG00000044326_ZEBRA
ORTHOMCL10793	ENSDARG00000044395_ZEBRA
ORTHOMCL10798	ENSDARG00000044755_ZEBRA
ORTHOMCL10800	ENSDARG00000044774_ZEBRA
ORTHOMCL10804	ENSDARG00000044969_ZEBRA
ORTHOMCL10812	ENSDARG00000045089_ZEBRA
ORTHOMCL10814	ENSDARG00000045127_ZEBRA
ORTHOMCL10830	ENSDARG00000045661_ZEBRA
ORTHOMCL10831	ENSDARG00000045673_ZEBRA
ORTHOMCL10832	ENSDARG00000045692_ZEBRA
ORTHOMCL10835	ENSDARG00000045765_ZEBRA
ORTHOMCL10836	ENSDARG00000045802_ZEBRA
ORTHOMCL10844	ENSDARG00000046021_ZEBRA
ORTHOMCL10846	ENSDARG00000046139_ZEBRA
ORTHOMCL10848	ENSDARG00000051737_ZEBRA
ORTHOMCL10852	ENSDARG00000051955_ZEBRA
ORTHOMCL10853	ENSDARG00000052037_ZEBRA
ORTHOMCL10855	ENSDARG00000052088_ZEBRA
ORTHOMCL10858	ENSDARG00000052158_ZEBRA
ORTHOMCL10860	ENSDARG00000052182_ZEBRA
ORTHOMCL10861	ENSDARG00000052215_ZEBRA
ORTHOMCL10864	ENSDARG00000052329_ZEBRA
ORTHOMCL10867	ENSDARG00000052426_ZEBRA
ORTHOMCL10880	ENSDARG00000052736_ZEBRA
ORTHOMCL10881	ENSDARG00000052789_ZEBRA
ORTHOMCL10884	ENSDARG00000052947_ZEBRA
ORTHOMCL10894	ENSDARG00000053257_ZEBRA
ORTHOMCL10897	ENSDARG00000053447_ZEBRA
ORTHOMCL10900	ENSDARG00000053575_ZEBRA
ORTHOMCL10902	ENSDARG00000053716_ZEBRA
ORTHOMCL10904	ENSDARG00000053857_ZEBRA
ORTHOMCL10905	ENSDARG00000053878_ZEBRA
ORTHOMCL10909	ENSDARG00000053990_ZEBRA
ORTHOMCL10914	ENSDARG00000054162_ZEBRA
ORTHOMCL10915	ENSDARG00000054170_ZEBRA
ORTHOMCL10924	ENSDARG00000054473_ZEBRA
ORTHOMCL10925	ENSDARG00000054502_ZEBRA
ORTHOMCL10926	ENSDARG00000054527_ZEBRA
ORTHOMCL10929	ENSDARG00000054616_ZEBRA
ORTHOMCL10930	ENSDARG00000054667_ZEBRA
ORTHOMCL10931	ENSDARG00000054690_ZEBRA
ORTHOMCL10932	ENSDARG00000054700_ZEBRA
ORTHOMCL10936	ENSDARG00000054934_ZEBRA
ORTHOMCL10938	ENSDARG00000054999_ZEBRA
ORTHOMCL10940	ENSDARG00000055206_ZEBRA
ORTHOMCL10944	ENSDARG00000055307_ZEBRA
ORTHOMCL10946	ENSDARG00000055374_ZEBRA
ORTHOMCL10954	ENSDARG00000055854_ZEBRA
ORTHOMCL10955	ENSDARG00000055889_ZEBRA
ORTHOMCL10956	ENSDARG00000055945_ZEBRA
ORTHOMCL10959	ENSDARG00000056026_ZEBRA
ORTHOMCL10960	ENSDARG00000056047_ZEBRA
ORTHOMCL10968	ENSDARG00000056438_ZEBRA
ORTHOMCL10969	ENSDARG00000056439_ZEBRA
ORTHOMCL10970	ENSDARG00000056467_ZEBRA
ORTHOMCL10971	ENSDARG00000056519_ZEBRA
ORTHOMCL10973	ENSDARG00000056594_ZEBRA
ORTHOMCL10974	ENSDARG00000056624_ZEBRA
ORTHOMCL10977	ENSDARG00000056650_ZEBRA
ORTHOMCL10979	ENSDARG00000056678_ZEBRA
ORTHOMCL10981	ENSDARG00000056757_ZEBRA
ORTHOMCL10983	ENSDARG00000056873_ZEBRA
ORTHOMCL10987	ENSDARG00000056954_ZEBRA
ORTHOMCL10989	ENSDARG00000057000_ZEBRA
ORTHOMCL10991	ENSDARG00000057027_ZEBRA
ORTHOMCL10992	ENSDARG00000057037_ZEBRA
ORTHOMCL10994	ENSDARG00000057127_ZEBRA
ORTHOMCL10995	ENSDARG00000057143_ZEBRA
ORTHOMCL10998	ENSDARG00000057234_ZEBRA
ORTHOMCL11001	ENSDARG00000057527_ZEBRA
ORTHOMCL11005	ENSDARG00000057672_ZEBRA
ORTHOMCL11007	ENSDARG00000057680_ZEBRA
ORTHOMCL11008	ENSDARG00000057688_ZEBRA
ORTHOMCL11012	ENSDARG00000057841_ZEBRA
ORTHOMCL11013	ENSDARG00000057881_ZEBRA
ORTHOMCL11021	ENSDARG00000058122_ZEBRA
ORTHOMCL11022	ENSDARG00000058133_ZEBRA
ORTHOMCL11023	ENSDARG00000058243_ZEBRA
ORTHOMCL11024	ENSDARG00000058262_ZEBRA
ORTHOMCL11026	ENSDARG00000058410_ZEBRA
ORTHOMCL11028	ENSDARG00000058454_ZEBRA
ORTHOMCL11030	ENSDARG00000058504_ZEBRA
ORTHOMCL11031	ENSDARG00000058567_ZEBRA
ORTHOMCL11032	ENSDARG00000058570_ZEBRA
ORTHOMCL11033	ENSDARG00000058598_ZEBRA
ORTHOMCL11038	ENSDARG00000058679_ZEBRA
ORTHOMCL11039	ENSDARG00000058725_ZEBRA
ORTHOMCL11041	ENSDARG00000058829_ZEBRA
ORTHOMCL11043	ENSDARG00000058939_ZEBRA
ORTHOMCL11045	ENSDARG00000058961_ZEBRA
ORTHOMCL11050	ENSDARG00000059274_ZEBRA
ORTHOMCL11053	ENSDARG00000059396_ZEBRA
ORTHOMCL11061	ENSDARG00000059461_ZEBRA
ORTHOMCL11063	ENSDARG00000059672_ZEBRA
ORTHOMCL11066	ENSDARG00000059811_ZEBRA
ORTHOMCL11075	ENSDARG00000060319_ZEBRA
ORTHOMCL11076	ENSDARG00000060346_ZEBRA
ORTHOMCL11081	ENSDARG00000060688_ZEBRA
ORTHOMCL11082	ENSDARG00000060775_ZEBRA
ORTHOMCL11083	ENSDARG00000060829_ZEBRA
ORTHOMCL11084	ENSDARG00000060862_ZEBRA
ORTHOMCL11091	ENSDARG00000061081_ZEBRA
ORTHOMCL11093	ENSDARG00000061138_ZEBRA
ORTHOMCL11102	ENSDARG00000061432_ZEBRA
ORTHOMCL11107	ENSDARG00000061611_ZEBRA
ORTHOMCL11110	ENSDARG00000061691_ZEBRA
ORTHOMCL11119	ENSDARG00000061806_ZEBRA
ORTHOMCL11120	ENSDARG00000061827_ZEBRA
ORTHOMCL11124	ENSDARG00000062059_ZEBRA
ORTHOMCL11125	ENSDARG00000062116_ZEBRA
ORTHOMCL11130	ENSDARG00000062423_ZEBRA
ORTHOMCL11131	ENSDARG00000062432_ZEBRA
ORTHOMCL11136	ENSDARG00000062785_ZEBRA
ORTHOMCL11139	ENSDARG00000062893_ZEBRA
ORTHOMCL11141	ENSDARG00000063014_ZEBRA
ORTHOMCL11142	ENSDARG00000063018_ZEBRA
ORTHOMCL11146	ENSDARG00000063292_ZEBRA
ORTHOMCL11150	ENSDARG00000067566_ZEBRA
ORTHOMCL11151	ENSDARG00000067630_ZEBRA
ORTHOMCL11155	ENSDARG00000067701_ZEBRA
ORTHOMCL11156	ENSDARG00000067718_ZEBRA
ORTHOMCL11157	ENSDARG00000067797_ZEBRA
ORTHOMCL11161	ENSDARG00000067925_ZEBRA
ORTHOMCL11165	ENSDARG00000068021_ZEBRA
ORTHOMCL11167	ENSDARG00000068065_ZEBRA
ORTHOMCL11168	ENSDARG00000068096_ZEBRA
ORTHOMCL11170	ENSDARG00000068102_ZEBRA
ORTHOMCL11173	ENSDARG00000068141_ZEBRA
ORTHOMCL11176	ENSDARG00000068194_ZEBRA
ORTHOMCL11178	ENSDARG00000068233_ZEBRA
ORTHOMCL11181	ENSDARG00000068263_ZEBRA
ORTHOMCL11182	ENSDARG00000068410_ZEBRA
ORTHOMCL11183	ENSDARG00000068444_ZEBRA
ORTHOMCL11184	ENSDARG00000068636_ZEBRA
ORTHOMCL11186	ENSDARG00000068661_ZEBRA
ORTHOMCL11187	ENSDARG00000068681_ZEBRA
ORTHOMCL11188	ENSDARG00000068759_ZEBRA
ORTHOMCL11189	ENSDARG00000068814_ZEBRA
ORTHOMCL11205	ENSDARG00000069334_ZEBRA
ORTHOMCL11206	ENSDARG00000069338_ZEBRA
ORTHOMCL11207	ENSDARG00000069342_ZEBRA
ORTHOMCL11208	ENSDARG00000069375_ZEBRA
ORTHOMCL11209	ENSDARG00000069401_ZEBRA
ORTHOMCL11210	ENSDARG00000069432_ZEBRA
ORTHOMCL11212	ENSDARG00000069527_ZEBRA
ORTHOMCL11214	ENSDARG00000069595_ZEBRA
ORTHOMCL11216	ENSDARG00000069675_ZEBRA
ORTHOMCL11217	ENSDARG00000069715_ZEBRA
ORTHOMCL11223	ENSDARG00000069823_ZEBRA
ORTHOMCL11224	ENSDARG00000069828_ZEBRA
ORTHOMCL11226	ENSDARG00000069961_ZEBRA
ORTHOMCL11227	ENSDARG00000069988_ZEBRA
ORTHOMCL11230	ENSDARG00000070013_ZEBRA
ORTHOMCL11232	ENSDARG00000070098_ZEBRA
ORTHOMCL11233	ENSDARG00000070107_ZEBRA
ORTHOMCL11237	ENSDARG00000070170_ZEBRA
ORTHOMCL11238	ENSDARG00000070178_ZEBRA
ORTHOMCL11240	ENSDARG00000070281_ZEBRA
ORTHOMCL11242	ENSDARG00000070357_ZEBRA
ORTHOMCL11252	ENSDARG00000070669_ZEBRA
ORTHOMCL11253	ENSDARG00000070683_ZEBRA
ORTHOMCL11259	ENSDARG00000070743_ZEBRA
ORTHOMCL11263	ENSDARG00000070939_ZEBRA
ORTHOMCL11266	ENSDARG00000070966_ZEBRA
ORTHOMCL11271	ENSDARG00000071196_ZEBRA
ORTHOMCL11273	ENSDARG00000071251_ZEBRA
ORTHOMCL11275	ENSDARG00000071341_ZEBRA
ORTHOMCL11276	ENSDARG00000071353_ZEBRA
ORTHOMCL11285	ENSDARG00000071879_ZEBRA
ORTHOMCL11286	ENSDARG00000073680_ZEBRA
ORTHOMCL11287	ENSDARG00000073749_ZEBRA
ORTHOMCL11289	ENSDARG00000073793_ZEBRA
ORTHOMCL11290	ENSDARG00000073837_ZEBRA
ORTHOMCL11291	ENSDARG00000073870_ZEBRA
ORTHOMCL11292	ENSDARG00000073902_ZEBRA
ORTHOMCL11293	ENSDARG00000073912_ZEBRA
ORTHOMCL11295	ENSDARG00000073976_ZEBRA
ORTHOMCL11296	ENSDARG00000073988_ZEBRA
ORTHOMCL11297	ENSDARG00000074011_ZEBRA
ORTHOMCL11298	ENSDARG00000074014_ZEBRA
ORTHOMCL11299	ENSDARG00000074034_ZEBRA
ORTHOMCL11302	ENSDARG00000074100_ZEBRA
ORTHOMCL11304	ENSDARG00000074308_ZEBRA
ORTHOMCL11306	ENSDARG00000074378_ZEBRA
ORTHOMCL11309	ENSDARG00000074476_ZEBRA
ORTHOMCL11310	ENSDARG00000074684_ZEBRA
ORTHOMCL11313	ENSDARG00000074771_ZEBRA
ORTHOMCL11314	ENSDARG00000074773_ZEBRA
ORTHOMCL11315	ENSDARG00000074776_ZEBRA
ORTHOMCL11317	ENSDARG00000074794_ZEBRA
ORTHOMCL11320	ENSDARG00000074851_ZEBRA
ORTHOMCL11322	ENSDARG00000074904_ZEBRA
ORTHOMCL11327	ENSDARG00000075048_ZEBRA
ORTHOMCL11328	ENSDARG00000075062_ZEBRA
ORTHOMCL11329	ENSDARG00000075116_ZEBRA
ORTHOMCL11330	ENSDARG00000075147_ZEBRA
ORTHOMCL11331	ENSDARG00000075157_ZEBRA
ORTHOMCL11335	ENSDARG00000075261_ZEBRA
ORTHOMCL11339	ENSDARG00000075436_ZEBRA
ORTHOMCL11340	ENSDARG00000075461_ZEBRA
ORTHOMCL11343	ENSDARG00000075639_ZEBRA
ORTHOMCL11348	ENSDARG00000075727_ZEBRA
ORTHOMCL11351	ENSDARG00000075858_ZEBRA
ORTHOMCL11352	ENSDARG00000075877_ZEBRA
ORTHOMCL11353	ENSDARG00000075905_ZEBRA
ORTHOMCL11355	ENSDARG00000075977_ZEBRA
ORTHOMCL11366	ENSDARG00000076474_ZEBRA
ORTHOMCL11370	ENSDARG00000076532_ZEBRA
ORTHOMCL11373	ENSDARG00000076586_ZEBRA
ORTHOMCL11374	ENSDARG00000076651_ZEBRA
ORTHOMCL11375	ENSDARG00000076672_ZEBRA
ORTHOMCL11378	ENSDARG00000076850_ZEBRA
ORTHOMCL11380	ENSDARG00000076904_ZEBRA
ORTHOMCL11384	ENSDARG00000077044_ZEBRA
ORTHOMCL11385	ENSDARG00000077060_ZEBRA
ORTHOMCL11388	ENSDARG00000077086_ZEBRA
ORTHOMCL11389	ENSDARG00000077116_ZEBRA
ORTHOMCL11390	ENSDARG00000077120_ZEBRA
ORTHOMCL11392	ENSDARG00000077157_ZEBRA
ORTHOMCL11393	ENSDARG00000077236_ZEBRA
ORTHOMCL11395	ENSDARG00000077288_ZEBRA
ORTHOMCL11412	ENSDARG00000077813_ZEBRA
ORTHOMCL11414	ENSDARG00000077850_ZEBRA
ORTHOMCL11417	ENSDARG00000077882_ZEBRA
ORTHOMCL11419	ENSDARG00000077962_ZEBRA
ORTHOMCL11420	ENSDARG00000077967_ZEBRA
ORTHOMCL11423	ENSDARG00000078108_ZEBRA
ORTHOMCL11424	ENSDARG00000078155_ZEBRA
ORTHOMCL11425	ENSDARG00000078241_ZEBRA
ORTHOMCL11426	ENSDARG00000078267_ZEBRA
ORTHOMCL11428	ENSDARG00000078355_ZEBRA
ORTHOMCL11429	ENSDARG00000078387_ZEBRA
ORTHOMCL11431	ENSDARG00000078466_ZEBRA
ORTHOMCL11434	ENSDARG00000078485_ZEBRA
ORTHOMCL11435	ENSDARG00000078536_ZEBRA
ORTHOMCL11437	ENSDARG00000078622_ZEBRA
ORTHOMCL11438	ENSDARG00000078625_ZEBRA
ORTHOMCL11439	ENSDARG00000078664_ZEBRA
ORTHOMCL11440	ENSDARG00000078688_ZEBRA
ORTHOMCL11443	ENSDARG00000078847_ZEBRA
ORTHOMCL11445	ENSDARG00000078970_ZEBRA
ORTHOMCL11449	ENSDARG00000079133_ZEBRA
ORTHOMCL11453	ENSDARG00000079277_ZEBRA
ORTHOMCL11454	ENSDARG00000079333_ZEBRA
ORTHOMCL11456	ENSDARG00000079385_ZEBRA
ORTHOMCL11457	ENSDARG00000079416_ZEBRA
ORTHOMCL11458	ENSDARG00000079446_ZEBRA
ORTHOMCL11460	ENSDARG00000079472_ZEBRA
ORTHOMCL11465	ENSDARG00000079584_ZEBRA
ORTHOMCL11466	ENSDARG00000079661_ZEBRA
ORTHOMCL11467	ENSDARG00000079727_ZEBRA
ORTHOMCL11468	ENSDARG00000079753_ZEBRA
ORTHOMCL11469	ENSDARG00000079755_ZEBRA
ORTHOMCL11470	ENSDARG00000079765_ZEBRA
ORTHOMCL11473	ENSDARG00000079917_ZEBRA
ORTHOMCL11474	ENSDARG00000079962_ZEBRA
ORTHOMCL11475	ENSDARG00000079995_ZEBRA
ORTHOMCL11476	ENSDARG00000086037_ZEBRA
ORTHOMCL11477	ENSDARG00000086044_ZEBRA
ORTHOMCL11481	ENSDARG00000086139_ZEBRA
ORTHOMCL11483	ENSDARG00000086167_ZEBRA
ORTHOMCL11485	ENSDARG00000086246_ZEBRA
ORTHOMCL11486	ENSDARG00000086261_ZEBRA
ORTHOMCL11488	ENSDARG00000086318_ZEBRA
ORTHOMCL11491	ENSDARG00000086378_ZEBRA
ORTHOMCL11497	ENSDARG00000086490_ZEBRA
ORTHOMCL11498	ENSDARG00000086493_ZEBRA
ORTHOMCL11499	ENSDARG00000086539_ZEBRA
ORTHOMCL11500	ENSDARG00000086553_ZEBRA
ORTHOMCL11503	ENSDARG00000086667_ZEBRA
ORTHOMCL11505	ENSDARG00000086708_ZEBRA
ORTHOMCL11506	ENSDARG00000086712_ZEBRA
ORTHOMCL11508	ENSDARG00000086724_ZEBRA
ORTHOMCL11509	ENSDARG00000086739_ZEBRA
ORTHOMCL11517	ENSDARG00000086954_ZEBRA
ORTHOMCL11519	ENSDARG00000087020_ZEBRA
ORTHOMCL11521	ENSDARG00000087131_ZEBRA
ORTHOMCL11529	ENSDARG00000087343_ZEBRA
ORTHOMCL11530	ENSDARG00000087364_ZEBRA
ORTHOMCL11531	ENSDARG00000087421_ZEBRA
ORTHOMCL11533	ENSDARG00000087530_ZEBRA
ORTHOMCL11541	ENSDARG00000087761_ZEBRA
ORTHOMCL11544	ENSDARG00000087907_ZEBRA
ORTHOMCL11545	ENSDARG00000087993_ZEBRA
ORTHOMCL11546	ENSDARG00000087996_ZEBRA
ORTHOMCL11547	ENSDARG00000088003_ZEBRA
ORTHOMCL11548	ENSDARG00000088017_ZEBRA
ORTHOMCL11550	ENSDARG00000088061_ZEBRA
ORTHOMCL11552	ENSDARG00000088171_ZEBRA
ORTHOMCL11553	ENSDARG00000088261_ZEBRA
ORTHOMCL11556	ENSDARG00000088343_ZEBRA
ORTHOMCL11557	ENSDARG00000088345_ZEBRA
ORTHOMCL11559	ENSDARG00000088362_ZEBRA
